Generation,Max Fitness,Avg Fitness,Best Individual
55,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
56,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
57,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
58,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
59,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
60,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
61,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
62,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
63,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
64,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
65,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
66,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
67,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
68,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
69,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
70,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
71,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
72,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
73,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
74,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
75,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
76,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
77,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
78,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
79,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
80,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
81,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
82,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
83,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
84,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
85,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
86,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
87,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
88,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
89,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
90,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
